path	duration	peak	rms
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/bookFlip3.mp3	0.313	0.4747	0.0194
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/bookOpen.mp3	0.235	0.2232	0.0159
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/bookPlace1.mp3	0.366	1.0000	0.1027
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/bookPlace2.mp3	0.418	1.0000	0.1055
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/bookPlace3.mp3	0.340	1.0000	0.1106
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/chop.mp3	0.313	1.0000	0.0966
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/cloth1.mp3	0.731	0.6197	0.0535
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/cloth2.mp3	0.496	0.3684	0.0316
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/cloth3.mp3	0.549	0.2861	0.0302
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/cloth4.mp3	0.444	0.1716	0.0163
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/clothBelt.mp3	0.810	0.5320	0.0237
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/clothBelt2.mp3	0.810	0.4138	0.0241
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/creak1.mp3	0.758	0.4343	0.0453
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/creak2.mp3	0.914	0.4250	0.0458
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/creak3.mp3	0.418	0.3962	0.0706
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/doorClose_1.mp3	0.758	1.0000	0.1186
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/doorClose_2.mp3	0.705	0.7614	0.1004
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/doorClose_3.mp3	0.784	1.0000	0.1979
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/doorClose_4.mp3	0.679	0.9793	0.1106
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/doorOpen_1.mp3	0.993	1.0000	0.0888
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/doorOpen_2.mp3	1.489	1.0000	0.0675
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/drawKnife1.mp3	0.496	0.0520	0.0049
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/drawKnife2.mp3	0.522	0.0694	0.0074
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/drawKnife3.mp3	0.549	0.2446	0.0103
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/dropLeather.mp3	0.496	0.9237	0.1002
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/footstep00.mp3	0.313	1.0000	0.0870
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/footstep01.mp3	0.340	0.9950	0.1041
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/footstep02.mp3	0.313	0.7818	0.0646
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/footstep03.mp3	0.366	1.0000	0.0805
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/footstep04.mp3	0.392	0.6447	0.0479
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/footstep05.mp3	0.340	0.6660	0.0418
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/footstep06.mp3	0.313	0.8889	0.0654
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/footstep07.mp3	0.340	0.9907	0.0686
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/footstep08.mp3	0.340	1.0000	0.1152
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/footstep09.mp3	0.287	0.4776	0.0545
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/handleCoins.mp3	0.914	0.9124	0.0314
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/handleCoins2.mp3	0.418	0.2364	0.0163
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/handleSmallLeather.mp3	0.418	0.2310	0.0140
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/handleSmallLeather2.mp3	0.366	0.1255	0.0086
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/knifeSlice.mp3	0.679	0.6313	0.0742
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/knifeSlice2.mp3	0.653	0.9791	0.0955
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/metalClick.mp3	0.522	0.3788	0.0164
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/metalLatch.mp3	0.340	1.0000	0.0731
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/metalPot1.mp3	1.541	1.0000	0.1466
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/metalPot2.mp3	1.019	1.0000	0.1844
Assets/_Project/AudioEffects/packs/kenney_rpg-audio/metalPot3.mp3	0.967	1.0000	0.2363
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/computerNoise_000.mp3	5.068	0.5818	0.2770
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/computerNoise_001.mp3	5.068	0.5998	0.2400
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/computerNoise_002.mp3	5.068	0.5784	0.1791
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/computerNoise_003.mp3	5.068	0.5887	0.1827
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/doorClose_000.mp3	0.601	0.3893	0.0638
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/doorClose_001.mp3	0.601	0.7140	0.0998
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/doorClose_002.mp3	0.601	0.4369	0.0863
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/doorOpen_000.mp3	0.627	0.4216	0.0616
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/doorOpen_001.mp3	0.601	0.5972	0.0982
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/doorOpen_002.mp3	0.627	0.4345	0.0841
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/engineCircular_000.mp3	5.068	0.5861	0.1218
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/engineCircular_001.mp3	5.068	0.5935	0.1447
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/engineCircular_002.mp3	5.068	0.6073	0.1636
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/engineCircular_003.mp3	5.068	0.5506	0.1211
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/engineCircular_004.mp3	5.068	0.5719	0.1166
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/explosionCrunch_000.mp3	0.862	0.5977	0.1288
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/explosionCrunch_001.mp3	1.411	0.5824	0.1649
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/explosionCrunch_002.mp3	1.332	0.5693	0.0978
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/explosionCrunch_003.mp3	1.620	0.5876	0.1313
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/explosionCrunch_004.mp3	2.064	0.6012	0.1213
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/forceField_000.mp3	1.019	0.6154	0.1732
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/forceField_001.mp3	1.045	0.6152	0.1692
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/forceField_002.mp3	1.045	0.6113	0.1701
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/forceField_003.mp3	1.045	0.6118	0.1707
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/forceField_004.mp3	1.045	0.6066	0.1700
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/impactMetal_000.mp3	0.705	0.6184	0.0502
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/impactMetal_001.mp3	0.758	0.6111	0.0657
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/impactMetal_002.mp3	0.549	0.6116	0.0595
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/impactMetal_003.mp3	0.862	0.6078	0.0533
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/impactMetal_004.mp3	0.470	0.6282	0.0532
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserLarge_000.mp3	0.758	0.6367	0.0874
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserLarge_001.mp3	0.810	0.6255	0.0937
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserLarge_002.mp3	0.836	0.6696	0.0936
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserLarge_003.mp3	0.810	0.6136	0.0798
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserLarge_004.mp3	0.784	0.7025	0.0893
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserRetro_000.mp3	0.313	0.7387	0.2438
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserRetro_001.mp3	0.313	0.7299	0.2458
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserRetro_002.mp3	0.340	0.7251	0.1206
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserRetro_003.mp3	0.340	0.8263	0.2383
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserRetro_004.mp3	0.340	0.6858	0.1557
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserSmall_000.mp3	0.313	0.4524	0.0682
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserSmall_001.mp3	0.313	0.5309	0.0624
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserSmall_002.mp3	0.418	0.4756	0.0610
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserSmall_003.mp3	0.392	0.3801	0.0637
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/laserSmall_004.mp3	0.496	0.6730	0.1443
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/lowFrequency_explosion_000.mp3	2.064	0.8653	0.1179
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/lowFrequency_explosion_001.mp3	1.071	0.8584	0.1507
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/slime_000.mp3	0.575	0.5664	0.0284
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/slime_001.mp3	4.780	0.5623	0.0419
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngine_000.mp3	5.068	0.8566	0.3118
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngine_001.mp3	5.068	0.8495	0.3603
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngine_002.mp3	5.068	0.8698	0.1936
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngine_003.mp3	5.068	0.8612	0.2365
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineLarge_000.mp3	5.068	0.6444	0.3629
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineLarge_001.mp3	5.068	0.7489	0.3274
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineLarge_002.mp3	5.068	0.6922	0.2600
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineLarge_003.mp3	5.068	0.7169	0.3003
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineLarge_004.mp3	5.068	0.6720	0.2470
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineLow_000.mp3	5.068	0.6138	0.2761
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineLow_001.mp3	5.068	0.5995	0.2769
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineLow_002.mp3	5.068	0.6057	0.2611
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineLow_003.mp3	5.068	0.6158	0.2854
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineLow_004.mp3	5.068	0.6224	0.2747
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineSmall_000.mp3	5.068	0.6143	0.2061
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineSmall_001.mp3	5.068	0.5725	0.0888
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineSmall_002.mp3	5.068	0.5663	0.1279
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineSmall_003.mp3	5.094	0.5916	0.1012
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/spaceEngineSmall_004.mp3	5.068	0.5854	0.1352
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/thrusterFire_000.mp3	5.068	0.5979	0.0758
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/thrusterFire_001.mp3	5.068	0.5950	0.0887
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/thrusterFire_002.mp3	5.068	0.6023	0.0753
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/thrusterFire_003.mp3	5.068	0.5842	0.0976
Assets/_Project/AudioEffects/packs/kenney_sci-fi-sounds/thrusterFire_004.mp3	5.068	0.6089	0.0733
Assets/_Project/AudioEffects/packs/kenney_ui-audio/click1.mp3	0.157	0.7704	0.0461
Assets/_Project/AudioEffects/packs/kenney_ui-audio/click2.mp3	0.131	0.8686	0.0892
Assets/_Project/AudioEffects/packs/kenney_ui-audio/click3.mp3	0.157	0.8295	0.0288
Assets/_Project/AudioEffects/packs/kenney_ui-audio/click4.mp3	0.104	0.9159	0.0645
Assets/_Project/AudioEffects/packs/kenney_ui-audio/click5.mp3	0.104	0.7310	0.0585
Assets/_Project/AudioEffects/packs/kenney_ui-audio/mouseclick1.mp3	0.131	0.8196	0.0395
Assets/_Project/AudioEffects/packs/kenney_ui-audio/mouserelease1.mp3	0.157	0.7139	0.0324
Assets/_Project/AudioEffects/packs/kenney_ui-audio/rollover1.mp3	0.313	0.8404	0.0393
Assets/_Project/AudioEffects/packs/kenney_ui-audio/rollover2.mp3	0.131	0.7393	0.0363
Assets/_Project/AudioEffects/packs/kenney_ui-audio/rollover3.mp3	0.157	0.7044	0.0919
Assets/_Project/AudioEffects/packs/kenney_ui-audio/rollover4.mp3	0.183	0.8159	0.0535
Assets/_Project/AudioEffects/packs/kenney_ui-audio/rollover5.mp3	0.183	0.8023	0.0486
Assets/_Project/AudioEffects/packs/kenney_ui-audio/rollover6.mp3	0.235	0.7844	0.1109
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch1.mp3	0.392	0.9532	0.0434
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch2.mp3	0.392	0.7262	0.0282
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch3.mp3	0.444	1.0000	0.0420
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch4.mp3	0.496	0.6502	0.0179
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch5.mp3	0.392	1.0000	0.0343
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch6.mp3	0.418	0.7461	0.0264
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch7.mp3	0.287	0.8959	0.0369
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch8.mp3	0.418	0.6543	0.0232
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch9.mp3	0.340	0.9448	0.0408
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch10.mp3	0.444	0.9593	0.0325
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch11.mp3	0.366	0.8008	0.0379
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch12.mp3	0.131	0.7107	0.0492
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch13.mp3	0.104	0.6824	0.0489
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch14.mp3	0.104	0.8740	0.0556
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch15.mp3	0.340	0.9417	0.0409
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch16.mp3	0.444	1.0000	0.0761
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch17.mp3	0.418	0.8427	0.0365
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch18.mp3	0.496	1.0000	0.0641
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch19.mp3	0.470	0.7479	0.0357
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch20.mp3	0.418	0.7832	0.0321
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch21.mp3	0.496	0.7441	0.0273
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch22.mp3	0.444	1.0000	0.0496
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch23.mp3	0.470	1.0000	0.0619
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch24.mp3	0.340	0.8029	0.0392
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch25.mp3	0.444	1.0000	0.0447
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch26.mp3	0.313	0.9203	0.0418
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch27.mp3	0.366	0.9866	0.0498
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch28.mp3	0.287	0.8196	0.0434
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch29.mp3	0.392	0.7980	0.0240
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch30.mp3	0.444	1.0000	0.0522
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch31.mp3	0.522	1.0000	0.0548
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch32.mp3	0.522	1.0000	0.0600
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch33.mp3	0.575	0.8009	0.0290
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch34.mp3	0.549	0.7633	0.0282
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch35.mp3	0.418	0.8120	0.0300
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch36.mp3	0.392	0.8835	0.0276
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch37.mp3	0.392	0.7351	0.0239
Assets/_Project/AudioEffects/packs/kenney_ui-audio/switch38.mp3	0.496	0.6648	0.0299
Assets/_Project/AudioEffects/pickupCoin.wav	0.068	0.9771	0.2778
Assets/_Project/AudioEffects/random (1).wav	1.015	0.7756	0.0256
Assets/_Project/AudioEffects/random.wav	0.703	1.0000	0.1248
Assets/_Project/AudioEffects/SFX/Game/Laser_Shot_SFX.wav	1.747	0.1282	0.0125
Assets/_Project/AudioEffects/SFX/Game/Pistol_shot_SFX.mp3	1.056	0.6689	0.0728
Assets/_Project/AudioEffects/SFX/Game/Зомби_SFX.mp3	3.912	1.0000	0.2149
Assets/_Project/AudioEffects/SFX/UI/Menu/Button_click.mp3	0.078	0.6666	0.1274
Assets/_Project/AudioEffects/SFX/UI/Menu/Button_confirm.wav	0.231	0.5040	0.0362
Assets/_Project/AudioEffects/SFX/UI/Menu/Button_Hover.wav	0.231	0.6870	0.0559
Assets/_Project/AudioEffects/Sword_Laser.mp3	0.601	1.0000	0.2227
Assets/_Project/AudioEffects/troll/DimaPreviewSnd.mp3	21.504	0.0000	0.0000
Assets/_Project/AudioEffects/troll/GeraPreviewSnd.mp3	12.984	0.0000	0.0000
Assets/_Project/AudioEffects/z_uk-vystrel-s-pistoleta (mp3cut.net).wav	0.513	1.0000	0.3759
Assets/_Project/AudioEffects/Зомби, получение урона.mp3	1.071	0.5634	0.0524
